,u,i,ts,label,idx
15260,834,513,1975671,0,15261
15261,400,825,1975718,0,15262
15262,492,712,1975732,0,15263
15263,400,15,1975748,0,15264
15264,712,753,1975749,0,15265
15265,546,853,1975765,0,15266
15266,834,297,1975765,0,15267
15267,492,712,1975782,0,15268
15268,400,358,1975789,0,15269
15269,495,41,1975801,0,15270
15270,400,284,1975802,0,15271
15271,400,841,1975815,0,15272
15272,903,792,1975827,0,15273
15273,400,2,1975828,0,15274
15274,400,904,1975864,0,15275
15275,400,411,1975881,0,15276
15276,400,747,1975901,0,15277
15277,834,712,1975905,0,15278
15278,492,712,1975922,0,15279
15279,400,905,1975934,0,15280
15280,400,476,1975949,0,15281
15281,712,834,1975968,0,15282
15282,400,570,1975978,0,15283
15283,400,734,1975992,0,15284
15284,400,299,1976019,0,15285
15285,834,712,1976086,0,15286
15286,834,712,1976109,0,15287
15287,546,853,1976145,0,15288
15288,400,587,1976157,0,15289
15289,853,906,1976170,0,15290
15290,400,135,1976188,0,15291
15291,400,817,1976269,0,15292
15292,400,844,1976300,0,15293
15293,712,492,1976311,0,15294
15294,400,304,1976312,0,15295
15295,400,584,1976328,0,15296
15296,400,601,1976347,0,15297
15297,400,251,1976360,0,15298
15298,400,907,1976375,0,15299
15299,651,765,1976393,0,15300
15300,400,109,1976424,0,15301
15301,400,682,1976440,0,15302
15302,546,598,1976451,0,15303
15303,400,495,1976491,0,15304
15304,400,152,1976503,0,15305
15305,546,853,1976522,0,15306
15306,400,70,1976570,0,15307
15307,400,832,1976590,0,15308
15308,400,436,1976602,0,15309
15309,400,324,1976621,0,15310
15310,400,173,1976703,0,15311
15311,495,400,1976729,0,15312
15312,400,311,1976741,0,15313
15313,400,566,1976759,0,15314
15314,400,556,1976777,0,15315
15315,400,151,1976804,0,15316
15316,492,784,1976815,0,15317
15317,400,707,1976914,0,15318
15318,781,296,1976921,0,15319
15319,400,773,1976933,0,15320
15320,400,541,1976966,0,15321
15321,194,598,1977015,0,15322
15322,400,908,1977040,0,15323
15323,400,449,1977073,0,15324
15324,400,823,1977120,0,15325
15325,400,909,1977160,0,15326
15326,400,543,1977201,0,15327
15327,400,910,1977229,0,15328
15328,400,766,1977283,0,15329
15329,400,451,1977325,0,15330
15330,400,579,1977341,0,15331
15331,400,613,1977350,0,15332
15332,400,911,1977359,0,15333
15333,67,901,1977364,0,15334
15334,400,698,1977374,0,15335
15335,400,513,1977481,0,15336
15336,400,402,1977502,0,15337
15337,492,835,1977547,0,15338
15338,400,463,1977548,0,15339
15339,12,32,1977555,0,15340
15340,400,149,1977560,0,15341
15341,400,583,1977605,0,15342
15342,400,864,1977627,0,15343
15343,400,371,1977802,0,15344
15344,765,651,1977813,0,15345
15345,629,128,1978097,0,15346
15346,400,495,1978111,0,15347
15347,765,883,1978217,0,15348
15348,809,340,1978372,0,15349
15349,809,400,1978543,0,15350
15350,755,194,1978692,0,15351
15351,495,400,1978991,0,15352
15352,12,101,1979154,0,15353
15353,809,912,1979162,0,15354
15354,809,913,1979341,0,15355
15355,400,495,1979573,0,15356
15356,400,841,1979610,0,15357
15357,835,9,1979896,0,15358
15358,835,303,1980071,0,15359
15359,492,712,1980134,0,15360
15360,835,400,1980308,0,15361
15361,835,752,1981181,0,15362
15362,835,492,1981325,0,15363
15363,189,712,1982332,0,15364
15364,73,605,1982363,0,15365
15365,901,67,1983933,0,15366
15366,901,400,1983993,0,15367
15367,843,777,1984091,0,15368
15368,843,575,1984378,0,15369
15369,713,41,1992493,0,15370
15370,713,586,1992577,0,15371
15371,638,642,1996692,0,15372
15372,638,884,1996708,0,15373
15373,704,605,1997831,0,15374
15374,874,254,1998692,0,15375
15375,712,189,1998730,0,15376
15376,712,492,1998836,0,15377
15377,734,400,1998928,0,15378
15378,536,882,1999312,0,15379
15379,708,492,1999359,0,15380
15380,536,250,1999388,0,15381
15381,708,770,1999420,0,15382
15382,823,242,1999445,0,15383
15383,823,869,1999469,0,15384
15384,708,473,1999503,0,15385
15385,41,495,1999549,0,15386
15386,41,901,2000094,0,15387
15387,700,400,2000884,0,15388
15388,297,242,2001714,0,15389
15389,297,834,2001894,0,15390
15390,176,297,2002119,0,15391
15391,678,297,2002495,0,15392
15392,297,678,2002581,0,15393
15393,583,400,2002755,0,15394
15394,194,913,2002814,0,15395
15395,523,724,2003655,0,15396
15396,799,400,2003659,0,15397
15397,249,861,2003758,0,15398
15398,168,400,2003885,0,15399
15399,168,834,2003929,0,15400
15400,431,323,2004036,0,15401
15401,598,252,2004171,0,15402
15402,598,830,2004193,0,15403
15403,598,342,2004271,0,15404
15404,598,469,2004302,0,15405
15405,598,687,2004333,0,15406
15406,598,68,2004419,0,15407
15407,598,194,2004472,0,15408
15408,484,770,2004528,0,15409
15409,484,400,2004606,0,15410
15410,400,734,2004722,0,15411
15411,70,400,2004733,0,15412
15412,19,525,2004792,0,15413
15413,400,799,2004959,0,15414
15414,400,168,2005006,0,15415
15415,303,835,2005116,0,15416
15416,400,70,2005240,0,15417
15417,884,913,2005438,0,15418
15418,194,173,2005479,0,15419
15419,363,713,2006029,0,15420
15420,468,830,2007389,0,15421
15421,199,598,2007478,0,15422
15422,260,9,2007488,0,15423
15423,770,708,2007564,0,15424
15424,173,400,2007690,0,15425
15425,468,914,2007743,0,15426
15426,400,173,2008123,0,15427
15427,173,749,2008130,0,15428
15428,242,297,2008669,0,15429
15429,297,242,2008801,0,15430
15430,68,598,2009280,0,15431
15431,809,884,2009731,0,15432
15432,283,766,2009812,0,15433
15433,283,32,2009873,0,15434
15434,504,400,2009878,0,15435
15435,32,283,2009939,0,15436
15436,809,884,2010060,0,15437
15437,852,400,2010177,0,15438
15438,283,260,2010325,0,15439
15439,283,32,2010343,0,15440
15440,603,814,2010365,0,15441
15441,603,814,2010397,0,15442
15442,283,823,2010428,0,15443
15443,220,400,2010433,0,15444
15444,800,766,2010593,0,15445
15445,915,874,2010653,0,15446
15446,278,27,2010999,0,15447
15447,212,352,2011071,0,15448
15448,242,297,2011208,0,15449
15449,400,220,2011256,0,15450
15450,915,224,2011323,0,15451
15451,400,852,2011367,0,15452
15452,586,598,2011396,0,15453
15453,400,504,2011467,0,15454
15454,309,212,2011584,0,15455
15455,297,242,2011776,0,15456
15456,19,862,2011778,0,15457
15457,27,278,2011784,0,15458
15458,513,834,2011893,0,15459
15459,686,873,2012250,0,15460
15460,852,400,2012254,0,15461
15461,873,711,2012323,0,15462
15462,194,234,2012540,0,15463
15463,492,835,2012579,0,15464
15464,504,400,2012612,0,15465
15465,492,835,2012654,0,15466
15466,194,687,2012658,0,15467
15467,194,847,2012689,0,15468
15468,9,569,2012692,0,15469
15469,194,296,2012705,0,15470
15470,569,9,2012743,0,15471
15471,194,422,2012749,0,15472
15472,194,99,2012765,0,15473
15473,194,823,2012807,0,15474
15474,194,400,2012841,0,15475
15475,194,199,2012868,0,15476
15476,834,513,2012875,0,15477
15477,194,283,2012937,0,15478
15478,834,862,2012993,0,15479
15479,834,168,2013051,0,15480
15480,609,598,2013108,0,15481
15481,715,784,2013119,0,15482
15482,884,194,2013178,0,15483
15483,183,41,2013188,0,15484
15484,509,364,2013239,0,15485
15485,509,513,2013293,0,15486
15486,509,707,2013454,0,15487
15487,183,620,2013516,0,15488
15488,711,400,2013775,0,15489
15489,711,873,2013869,0,15490
15490,768,704,2013942,0,15491
15491,768,801,2014160,0,15492
15492,799,400,2014374,0,15493
15493,183,916,2014380,0,15494
15494,768,34,2014458,0,15495
15495,437,625,2014578,0,15496
15496,768,214,2014587,0,15497
15497,206,194,2014602,0,15498
15498,282,34,2014754,0,15499
15499,482,555,2014802,0,15500
15500,482,901,2014885,0,15501
15501,621,194,2014961,0,15502
15502,841,704,2015172,0,15503
15503,525,865,2015190,0,15504
15504,282,9,2015198,0,15505
15505,599,41,2015214,0,15506
15506,599,400,2015247,0,15507
15507,679,841,2015309,0,15508
15508,768,72,2015398,0,15509
15509,679,221,2015419,0,15510
15510,768,586,2015564,0,15511
15511,212,309,2015707,0,15512
15512,704,768,2015728,0,15513
15513,768,593,2015758,0,15514
15514,242,297,2015841,0,15515
15515,212,303,2015923,0,15516
15516,768,704,2015969,0,15517
15517,67,601,2016150,0,15518
15518,212,639,2016192,0,15519
15519,67,917,2016207,0,15520
15520,474,679,2016316,0,15521
15521,704,768,2016323,0,15522
15522,835,492,2016578,0,15523
15523,679,474,2016606,0,15524
15524,686,873,2016690,0,15525
15525,621,598,2016900,0,15526
15526,621,598,2016924,0,15527
15527,297,242,2016984,0,15528
15528,841,679,2017098,0,15529
15529,724,523,2017163,0,15530
15530,474,679,2017196,0,15531
15531,679,474,2017218,0,15532
15532,679,841,2017239,0,15533
15533,474,679,2017353,0,15534
15534,679,474,2017390,0,15535
15535,474,679,2017517,0,15536
15536,626,737,2017573,0,15537
15537,586,768,2017608,0,15538
15538,679,474,2017617,0,15539
15539,474,679,2017670,0,15540
15540,194,183,2017679,0,15541
15541,212,480,2017686,0,15542
15542,183,242,2017693,0,15543
15543,679,474,2017761,0,15544
15544,103,831,2017781,0,15545
15545,194,183,2017787,0,15546
15546,474,679,2017847,0,15547
15547,454,181,2017897,0,15548
15548,679,474,2017969,0,15549
15549,103,874,2018048,0,15550
15550,474,679,2018074,0,15551
15551,103,765,2018281,0,15552
15552,242,325,2018355,0,15553
15553,915,626,2018381,0,15554
15554,687,194,2018407,0,15555
15555,242,297,2018499,0,15556
15556,183,916,2018538,0,15557
15557,72,768,2018551,0,15558
15558,183,644,2018571,0,15559
15559,325,242,2018581,0,15560
15560,834,874,2018664,0,15561
15561,103,72,2018716,0,15562
15562,199,858,2018813,0,15563
15563,242,325,2018854,0,15564
15564,297,242,2018877,0,15565
15565,103,841,2019069,0,15566
15566,389,41,2019102,0,15567
15567,389,640,2019132,0,15568
15568,841,103,2019166,0,15569
15569,389,640,2019207,0,15570
15570,389,242,2019255,0,15571
15571,103,841,2019278,0,15572
15572,389,194,2019289,0,15573
15573,876,212,2019316,0,15574
15574,389,830,2019347,0,15575
15575,325,242,2019401,0,15576
15576,72,103,2019466,0,15577
15577,103,72,2019531,0,15578
15578,765,362,2019608,0,15579
15579,874,103,2019647,0,15580
15580,242,325,2019693,0,15581
15581,768,72,2019783,0,15582
15582,72,103,2019797,0,15583
15583,103,72,2019839,0,15584
15584,103,874,2020023,0,15585
15585,396,770,2020192,0,15586
15586,72,768,2020257,0,15587
15587,396,254,2020274,0,15588
15588,72,103,2020289,0,15589
15589,396,400,2020347,0,15590
15590,276,903,2020394,0,15591
15591,189,712,2020482,0,15592
15592,103,72,2020658,0,15593
15593,72,103,2021133,0,15594
15594,103,72,2021284,0,15595
15595,103,686,2021319,0,15596
15596,51,525,2021335,0,15597
15597,189,712,2021336,0,15598
15598,242,389,2021399,0,15599
15599,194,325,2021413,0,15600
15600,768,72,2021456,0,15601
15601,103,72,2021550,0,15602
15602,72,103,2021557,0,15603
15603,513,509,2021567,0,15604
15604,72,768,2021635,0,15605
15605,214,768,2021687,0,15606
15606,918,708,2021706,0,15607
15607,72,103,2021721,0,15608
15608,74,598,2021730,0,15609
15609,103,72,2021782,0,15610
15610,74,874,2021782,0,15611
15611,72,103,2021991,0,15612
15612,768,72,2021997,0,15613
15613,74,513,2022023,0,15614
15614,103,72,2022058,0,15615
15615,375,194,2022163,0,15616
15616,525,51,2022196,0,15617
15617,375,296,2022347,0,15618
15618,474,346,2022350,0,15619
15619,189,712,2022374,0,15620
15620,474,719,2022773,0,15621
15621,484,770,2022924,0,15622
15622,484,400,2022990,0,15623
15623,422,194,2023212,0,15624
15624,72,768,2023372,0,15625
15625,555,482,2023373,0,15626
15626,72,103,2023445,0,15627
15627,621,819,2023896,0,15628
15628,768,621,2024009,0,15629
15629,786,785,2024084,0,15630
15630,189,712,2024541,0,15631
15631,823,400,2024635,0,15632
15632,768,586,2024834,0,15633
15633,823,548,2025108,0,15634
15634,194,296,2025109,0,15635
15635,309,823,2025155,0,15636
15636,704,919,2025380,0,15637
15637,51,525,2025424,0,15638
15638,309,913,2025430,0,15639
15639,309,848,2025521,0,15640
15640,357,379,2025630,0,15641
15641,517,400,2025881,0,15642
15642,517,570,2025934,0,15643
15643,517,438,2026019,0,15644
15644,342,598,2026127,0,15645
15645,296,375,2026279,0,15646
15646,174,260,2026340,0,15647
15647,296,781,2026356,0,15648
15648,174,260,2026393,0,15649
15649,809,242,2026571,0,15650
15650,103,379,2026717,0,15651
15651,679,474,2026832,0,15652
15652,920,103,2026912,0,15653
15653,32,375,2027065,0,15654
15654,220,103,2027176,0,15655
15655,830,389,2027192,0,15656
15656,920,103,2027208,0,15657
15657,830,468,2027216,0,15658
15658,338,454,2027281,0,15659
15659,830,598,2027291,0,15660
15660,525,51,2027352,0,15661
15661,920,103,2027487,0,15662
15662,103,495,2027927,0,15663
15663,495,400,2027982,0,15664
15664,920,103,2028003,0,15665
15665,535,440,2028023,0,15666
15666,495,41,2028034,0,15667
15667,495,103,2028079,0,15668
15668,103,920,2028095,0,15669
15669,454,338,2028106,0,15670
15670,103,495,2028153,0,15671
15671,920,103,2028225,0,15672
15672,103,920,2028269,0,15673
15673,882,921,2028336,0,15674
15674,882,921,2028347,0,15675
15675,882,226,2028377,0,15676
15676,194,498,2028388,0,15677
15677,103,734,2028488,0,15678
15678,131,734,2028612,0,15679
15679,830,454,2028720,0,15680
15680,882,532,2028853,0,15681
15681,882,922,2029007,0,15682
15682,865,525,2029013,0,15683
15683,721,400,2029025,0,15684
15684,721,923,2029265,0,15685
15685,454,830,2029363,0,15686
15686,525,865,2029527,0,15687
15687,686,103,2029824,0,15688
15688,830,454,2029845,0,15689
15689,852,704,2029872,0,15690
15690,882,388,2030001,0,15691
15691,454,830,2030038,0,15692
15692,768,819,2030147,0,15693
15693,819,400,2030148,0,15694
15694,617,73,2030191,0,15695
15695,704,605,2030257,0,15696
15696,431,538,2030385,0,15697
15697,679,923,2030394,0,15698
15698,781,296,2030404,0,15699
15699,679,768,2030507,0,15700
15700,431,617,2030565,0,15701
15701,194,97,2030646,0,15702
15702,921,882,2030646,0,15703
15703,204,198,2030884,0,15704
15704,768,679,2030910,0,15705
15705,431,617,2031202,0,15706
15706,768,874,2031244,0,15707
15707,249,711,2031380,0,15708
15708,712,753,2031859,0,15709
15709,768,483,2031965,0,15710
15710,431,617,2032432,0,15711
15711,327,774,2032450,0,15712
15712,830,454,2032626,0,15713
15713,639,400,2032647,0,15714
15714,639,401,2032791,0,15715
15715,639,212,2032848,0,15716
15716,838,853,2033299,0,15717
15717,719,838,2033450,0,15718
15718,838,719,2033695,0,15719
15719,454,830,2033841,0,15720
15720,830,454,2033938,0,15721
15721,921,536,2033988,0,15722
15722,924,719,2034024,0,15723
15723,536,921,2034064,0,15724
15724,921,536,2034193,0,15725
15725,454,830,2034236,0,15726
15726,536,921,2034267,0,15727
15727,921,536,2034361,0,15728
15728,536,921,2034543,0,15729
15729,826,925,2034571,0,15730
15730,921,536,2034643,0,15731
15731,830,454,2034693,0,15732
15732,536,921,2034701,0,15733
15733,921,536,2034785,0,15734
15734,536,921,2034824,0,15735
15735,586,768,2034839,0,15736
15736,826,925,2034874,0,15737
15737,921,536,2034955,0,15738
15738,454,830,2035068,0,15739
15739,44,719,2035143,0,15740
15740,621,719,2035195,0,15741
15741,536,921,2035218,0,15742
15742,44,189,2035288,0,15743
15743,921,536,2035342,0,15744
15744,536,921,2035527,0,15745
15745,768,924,2035771,0,15746
15746,288,620,2036346,0,15747
15747,719,621,2036416,0,15748
15748,214,101,2036760,0,15749
15749,859,400,2036817,0,15750
15750,859,325,2036839,0,15751
15751,859,214,2036906,0,15752
15752,859,681,2036963,0,15753
15753,859,214,2037022,0,15754
15754,859,681,2037045,0,15755
15755,708,770,2037066,0,15756
15756,859,214,2037253,0,15757
15757,834,708,2037311,0,15758
15758,834,712,2037327,0,15759
15759,834,712,2037383,0,15760
15760,73,617,2037718,0,15761
15761,660,595,2037741,0,15762
15762,431,393,2037793,0,15763
15763,272,605,2037905,0,15764
15764,34,768,2038118,0,15765
15765,128,629,2038421,0,15766
15766,128,629,2038493,0,15767
15767,296,781,2038643,0,15768
15768,338,454,2038664,0,15769
15769,681,626,2038802,0,15770
15770,51,525,2039007,0,15771
15771,492,835,2039184,0,15772
15772,525,51,2039240,0,15773
15773,51,525,2039293,0,15774
15774,525,51,2039317,0,15775
15775,51,525,2039382,0,15776
15776,525,51,2039423,0,15777
15777,51,525,2039436,0,15778
15778,191,371,2039466,0,15779
15779,51,525,2039493,0,15780
15780,525,51,2039501,0,15781
15781,525,51,2039541,0,15782
15782,525,51,2039558,0,15783
15783,525,51,2039589,0,15784
15784,51,525,2039599,0,15785
15785,525,51,2039623,0,15786
15786,525,51,2039651,0,15787
15787,51,525,2039678,0,15788
15788,525,51,2039717,0,15789
15789,834,393,2039730,0,15790
15790,770,396,2039739,0,15791
15791,770,484,2039760,0,15792
15792,770,708,2039772,0,15793
15793,51,525,2039777,0,15794
15794,191,874,2039821,0,15795
15795,51,525,2039833,0,15796
15796,51,525,2039880,0,15797
15797,913,309,2039988,0,15798
15798,51,525,2040012,0,15799
15799,913,884,2040017,0,15800
15800,913,194,2040040,0,15801
15801,913,191,2040101,0,15802
15802,913,51,2040140,0,15803
15803,525,51,2040173,0,15804
15804,32,926,2040187,0,15805
15805,525,51,2040205,0,15806
15806,325,194,2040207,0,15807
15807,525,51,2040228,0,15808
15808,145,719,2040231,0,15809
15809,51,525,2040253,0,15810
15810,525,51,2040257,0,15811
15811,913,88,2040258,0,15812
15812,536,927,2040265,0,15813
15813,525,51,2040267,0,15814
15814,51,525,2040274,0,15815
15815,525,51,2040291,0,15816
15816,194,913,2040320,0,15817
15817,913,814,2040321,0,15818
15818,51,525,2040327,0,15819
15819,194,325,2040342,0,15820
15820,191,913,2040355,0,15821
15821,913,194,2040362,0,15822
15822,525,51,2040366,0,15823
15823,325,194,2040368,0,15824
15824,51,913,2040377,0,15825
15825,51,525,2040406,0,15826
15826,913,191,2040445,0,15827
15827,194,913,2040464,0,15828
15828,525,51,2040467,0,15829
15829,913,51,2040469,0,15830
15830,163,249,2040491,0,15831
15831,913,194,2040497,0,15832
15832,191,913,2040529,0,15833
15833,525,51,2040547,0,15834
15834,51,525,2040565,0,15835
15835,853,838,2040571,0,15836
15836,525,51,2040610,0,15837
15837,51,525,2040659,0,15838
15838,51,913,2040684,0,15839
15839,913,191,2040685,0,15840
15840,525,51,2040688,0,15841
15841,913,51,2040704,0,15842
15842,51,525,2040750,0,15843
15843,525,51,2040763,0,15844
15844,913,339,2040832,0,15845
15845,51,913,2040834,0,15846
15846,69,687,2040889,0,15847
15847,913,51,2040922,0,15848
15848,51,525,2040936,0,15849
15849,525,51,2040983,0,15850
15850,51,913,2040987,0,15851
15851,913,795,2041027,0,15852
15852,913,51,2041049,0,15853
15853,51,525,2041061,0,15854
15854,525,51,2041070,0,15855
15855,525,51,2041102,0,15856
15856,734,131,2041130,0,15857
15857,51,913,2041188,0,15858
15858,734,103,2041199,0,15859
15859,913,99,2041216,0,15860
15860,51,525,2041252,0,15861
15861,913,51,2041271,0,15862
15862,525,51,2041283,0,15863
15863,51,525,2041294,0,15864
15864,525,51,2041338,0,15865
15865,103,734,2041341,0,15866
15866,859,325,2041349,0,15867
15867,191,913,2041368,0,15868
15868,51,525,2041400,0,15869
15869,51,525,2041434,0,15870
15870,51,525,2041484,0,15871
15871,525,51,2041524,0,15872
15872,913,41,2041549,0,15873
15873,51,525,2041566,0,15874
15874,913,191,2041615,0,15875
15875,913,242,2041675,0,15876
15876,734,103,2041711,0,15877
15877,51,913,2041718,0,15878
15878,548,823,2041750,0,15879
15879,913,719,2041758,0,15880
15880,103,734,2041780,0,15881
15881,913,51,2041782,0,15882
15882,51,913,2041809,0,15883
15883,719,913,2041818,0,15884
15884,797,342,2041822,0,15885
15885,734,103,2041864,0,15886
15886,103,734,2041950,0,15887
15887,44,214,2041973,0,15888
15888,51,525,2041995,0,15889
15889,913,51,2042020,0,15890
15890,814,925,2042067,0,15891
15891,913,719,2042079,0,15892
15892,814,913,2042119,0,15893
15893,734,103,2042159,0,15894
15894,913,814,2042177,0,15895
15895,103,734,2042238,0,15896
15896,191,913,2042242,0,15897
15897,454,338,2042270,0,15898
15898,734,103,2042283,0,15899
15899,44,834,2042301,0,15900
15900,913,191,2042310,0,15901
15901,103,734,2042344,0,15902
15902,97,194,2042385,0,15903
15903,734,103,2042397,0,15904
15904,51,913,2042408,0,15905
15905,103,734,2042443,0,15906
15906,719,913,2042472,0,15907
15907,191,913,2042508,0,15908
15908,926,32,2042544,0,15909
15909,814,913,2042749,0,15910
15910,913,51,2042772,0,15911
15911,913,719,2042803,0,15912
15912,913,191,2042839,0,15913
15913,913,814,2042864,0,15914
15914,734,103,2042871,0,15915
15915,792,903,2042975,0,15916
15916,792,679,2043099,0,15917
15917,103,734,2043106,0,15918
15918,926,325,2043157,0,15919
15919,734,103,2043167,0,15920
15920,925,814,2043191,0,15921
15921,538,431,2043402,0,15922
15922,339,913,2043563,0,15923
15923,325,926,2043904,0,15924
15924,926,325,2044166,0,15925
15925,151,907,2044264,0,15926
15926,928,482,2044276,0,15927
15927,568,765,2044285,0,15928
15928,738,654,2044479,0,15929
15929,400,852,2044503,0,15930
15930,830,454,2044609,0,15931
15931,928,482,2044667,0,15932
15932,814,913,2044773,0,15933
15933,928,41,2044783,0,15934
15934,74,561,2044851,0,15935
15935,621,719,2045026,0,15936
15936,561,74,2045183,0,15937
15937,308,583,2045229,0,15938
15938,928,794,2045288,0,15939
15939,928,482,2045295,0,15940
15940,308,929,2045337,0,15941
15941,768,924,2045339,0,15942
15942,654,738,2045497,0,15943
15943,768,34,2045653,0,15944
15944,308,930,2045658,0,15945
15945,194,463,2045681,0,15946
15946,276,924,2045709,0,15947
15947,308,931,2045873,0,15948
15948,431,538,2045945,0,15949
15949,928,194,2045954,0,15950
15950,308,863,2045967,0,15951
15951,308,185,2046069,0,15952
15952,194,296,2046080,0,15953
15953,194,621,2046315,0,15954
15954,289,183,2046344,0,15955
15955,194,884,2046370,0,15956
15956,454,830,2046406,0,15957
15957,254,874,2046449,0,15958
15958,103,932,2046568,0,15959
15959,74,379,2046648,0,15960
15960,621,194,2046650,0,15961
15961,74,561,2046729,0,15962
15962,194,621,2046731,0,15963
15963,719,621,2047005,0,15964
15964,830,454,2047053,0,15965
15965,620,654,2047062,0,15966
15966,620,473,2047082,0,15967
15967,620,288,2047134,0,15968
15968,561,74,2047139,0,15969
15969,924,185,2047259,0,15970
15970,924,830,2047359,0,15971
15971,781,296,2047490,0,15972
15972,768,924,2047632,0,15973
15973,454,830,2047702,0,15974
15974,797,913,2047727,0,15975
15975,559,97,2047913,0,15976
15976,768,924,2047937,0,15977
15977,933,903,2048038,0,15978
15978,97,559,2048040,0,15979
15979,97,400,2048052,0,15980
15980,97,770,2048061,0,15981
15981,97,847,2048077,0,15982
15982,97,687,2048088,0,15983
15983,103,930,2048109,0,15984
15984,103,686,2048170,0,15985
15985,259,598,2048259,0,15986
15986,733,454,2048527,0,15987
15987,733,454,2048621,0,15988
15988,928,194,2048666,0,15989
15989,676,400,2048667,0,15990
15990,733,454,2048737,0,15991
15991,51,913,2048854,0,15992
15992,625,437,2048880,0,15993
15993,797,454,2048886,0,15994
15994,934,97,2048958,0,15995
15995,51,919,2049018,0,15996
15996,673,400,2049053,0,15997
15997,733,454,2049089,0,15998
15998,454,797,2049124,0,15999
15999,252,935,2049166,0,16000
16000,483,768,2049172,0,16001
16001,454,733,2049178,0,16002
16002,935,252,2049264,0,16003
16003,252,935,2049287,0,16004
16004,388,882,2049296,0,16005
16005,252,935,2049304,0,16006
16006,700,400,2049409,0,16007
16007,288,620,2049424,0,16008
16008,928,732,2049513,0,16009
16009,191,738,2049516,0,16010
16010,768,483,2050179,0,16011
16011,191,928,2050439,0,16012
16012,325,926,2050486,0,16013
16013,378,644,2050493,0,16014
16014,422,386,2050493,0,16015
16015,378,396,2050574,0,16016
16016,131,686,2050686,0,16017
16017,621,719,2050732,0,16018
16018,621,194,2050757,0,16019
16019,439,212,2050849,0,16020
16020,422,768,2050857,0,16021
16021,103,378,2050893,0,16022
16022,439,131,2050919,0,16023
16023,103,783,2050943,0,16024
16024,97,934,2051002,0,16025
16025,422,835,2051029,0,16026
16026,97,191,2051030,0,16027
16027,131,439,2051130,0,16028
16028,36,834,2051150,0,16029
16029,679,768,2051264,0,16030
16030,768,422,2051291,0,16031
16031,393,431,2051369,0,16032
16032,557,926,2051376,0,16033
16033,439,131,2051396,0,16034
16034,393,834,2051451,0,16035
16035,679,393,2051453,0,16036
16036,834,393,2051469,0,16037
16037,393,834,2051483,0,16038
16038,834,393,2051495,0,16039
16039,834,393,2051528,0,16040
16040,36,834,2051530,0,16041
16041,393,679,2051557,0,16042
16042,783,103,2051592,0,16043
16043,393,834,2051605,0,16044
16044,97,191,2051675,0,16045
16045,777,843,2051685,0,16046
16046,131,439,2051689,0,16047
16047,621,819,2051689,0,16048
16048,834,393,2051709,0,16049
16049,393,834,2051765,0,16050
16050,768,679,2051849,0,16051
16051,834,393,2051873,0,16052
16052,439,131,2051885,0,16053
16053,393,834,2051903,0,16054
16054,830,924,2051904,0,16055
16055,830,454,2051916,0,16056
16056,928,191,2051999,0,16057
16057,834,393,2052003,0,16058
16058,719,621,2052003,0,16059
16059,454,830,2052054,0,16060
16060,830,454,2052094,0,16061
16061,851,679,2052108,0,16062
16062,679,393,2052112,0,16063
16063,851,852,2052123,0,16064
16064,851,679,2052142,0,16065
16065,393,679,2052174,0,16066
16066,792,679,2052257,0,16067
16067,679,393,2052268,0,16068
16068,454,830,2052324,0,16069
16069,431,393,2052331,0,16070
16070,393,679,2052345,0,16071
16071,546,583,2052346,0,16072
16072,792,339,2052385,0,16073
16073,131,439,2052394,0,16074
16074,393,431,2052401,0,16075
16075,830,454,2052423,0,16076
16076,191,928,2052452,0,16077
16077,546,598,2052537,0,16078
16078,41,389,2052548,0,16079
16079,41,913,2052588,0,16080
16080,679,393,2052593,0,16081
16081,41,928,2052624,0,16082
16082,393,679,2052637,0,16083
16083,470,621,2052683,0,16084
16084,679,393,2052700,0,16085
16085,431,393,2052716,0,16086
16086,928,41,2052753,0,16087
16087,393,679,2052771,0,16088
16088,41,928,2052773,0,16089
16089,393,431,2052807,0,16090
16090,555,514,2052811,0,16091
16091,679,393,2052815,0,16092
16092,928,191,2052822,0,16093
16093,853,597,2052826,0,16094
16094,928,41,2052848,0,16095
16095,393,679,2052905,0,16096
16096,431,393,2052954,0,16097
16097,679,393,2052998,0,16098
16098,393,679,2053069,0,16099
16099,679,393,2053129,0,16100
16100,687,936,2053146,0,16101
16101,191,928,2053172,0,16102
16102,237,711,2053187,0,16103
16103,679,903,2053196,0,16104
16104,687,376,2053212,0,16105
16105,393,679,2053301,0,16106
16106,87,393,2053344,0,16107
16107,679,393,2053350,0,16108
16108,308,254,2053384,0,16109
16109,393,87,2053404,0,16110
16110,388,408,2053413,0,16111
16111,388,408,2053437,0,16112
16112,393,679,2053456,0,16113
16113,308,237,2053465,0,16114
16114,679,393,2053496,0,16115
16115,87,393,2053505,0,16116
16116,393,679,2053590,0,16117
16117,679,393,2053611,0,16118
16118,393,679,2053654,0,16119
16119,719,802,2053660,0,16120
16120,679,393,2053696,0,16121
16121,393,679,2053730,0,16122
16122,583,308,2053736,0,16123
16123,679,393,2053754,0,16124
16124,393,679,2053807,0,16125
16125,679,393,2053845,0,16126
16126,309,937,2053885,0,16127
16127,393,679,2053895,0,16128
16128,802,719,2053953,0,16129
16129,60,605,2054024,0,16130
16130,638,744,2054230,0,16131
16131,41,928,2054277,0,16132
16132,339,792,2054320,0,16133
16133,679,393,2054572,0,16134
